gt_uid,annotation_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
ann_0d5688966f90,ann_0d5688966f90,4160,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[614.0, 71.0, 654.0, 123.0]",40.0,small,m3-f2-i4160-p372321,0.5303,"[614.85, 71.81, 652.94, 123.47]",0.9297
ann_ca247bea9383,ann_ca247bea9383,2387,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[235.0, 153.0, 318.0, 242.0]",83.0,small,m3-f0-i2387-p227701,0.5303,"[239.87, 155.81, 318.33, 234.81]",0.8326
ann_5bafa87f10df,ann_5bafa87f10df,3381,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[392.0, 292.0, 586.0, 598.0]",194.0,medium,m3-f2-i3381-p326705,0.5298,"[390.58, 297.85, 582.08, 603.71]",0.937
ann_6ab25cdd216d,ann_6ab25cdd216d,2924,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[375.0, 418.0, 471.0, 505.0]",87.0,small,m3-f0-i2924-p275704,0.5293,"[372.53, 419.65, 469.65, 502.22]",0.9135
ann_9556c426374d,ann_9556c426374d,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[724.0, 611.0, 786.0, 669.0]",58.0,small,m3-f0-i3725-p350407,0.5244,"[723.46, 606.35, 785.91, 671.78]",0.8777
ann_0485f1fad4d5,ann_0485f1fad4d5,2041,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[382.0, 322.0, 443.0, 394.0]",61.0,small,m3-f0-i2041-p197709,0.5205,"[386.69, 322.02, 440.65, 393.21]",0.8746
ann_7dbb430ee1d6,ann_7dbb430ee1d6,1964,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[204.0, 599.0, 297.0, 713.0]",93.0,small,m3-f2-i1964-p192902,0.5151,"[204.54, 598.58, 298.58, 714.7]",0.9598
ann_b56319de6a1f,ann_b56319de6a1f,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[463.0, 277.0, 559.0, 369.0]",92.0,small,m3-f0-i3780-p364201,0.5117,"[461.28, 272.17, 557.47, 371.97]",0.8922
ann_4b69f9bc591a,ann_4b69f9bc591a,3541,2,mar20-airport-proxy-013,aircraft,aircraft,8,"[272.0, 64.0, 383.0, 141.0]",77.0,small,m3-f2-i3541-p344105,0.5088,"[275.34, 61.69, 385.6, 139.87]",0.9077
ann_52dc3a80ad68,ann_52dc3a80ad68,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[129.0, 180.0, 215.0, 251.0]",71.0,small,m3-f0-i3706-p346504,0.5054,"[130.81, 181.4, 211.96, 257.67]",0.8498
ann_95e7d0b6d1d3,ann_95e7d0b6d1d3,3073,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[543.0, 103.0, 630.0, 233.0]",87.0,small,m3-f0-i3073-p290109,0.4983,"[542.38, 111.87, 631.84, 230.52]",0.8898
ann_4e525dcfcae4,ann_4e525dcfcae4,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[350.0, 550.0, 416.0, 621.0]",66.0,small,m3-f0-i3786-p365107,0.489,"[349.56, 548.39, 416.06, 616.46]",0.9087
ann_02cf23714bb5,ann_02cf23714bb5,3650,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[243.0, 322.0, 278.0, 374.0]",35.0,small,m3-f1-i3650-p402011,0.4883,"[242.21, 321.41, 278.1, 375.46]",0.9382
ann_23a288cf90f0,ann_23a288cf90f0,3157,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[155.0, 283.0, 318.0, 445.0]",162.0,medium,m3-f2-i3157-p302120,0.4883,"[158.4, 287.89, 310.74, 449.22]",0.8849
ann_89ea536a0a47,ann_89ea536a0a47,3481,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[684.0, 244.0, 776.0, 344.0]",92.0,small,m3-f0-i3481-p324016,0.4849,"[683.01, 246.39, 771.68, 341.11]",0.8937
ann_4eb7384ac019,ann_4eb7384ac019,3741,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[9.0, 517.0, 129.0, 630.0]",113.0,medium,m3-f0-i3741-p354300,0.4841,"[10.16, 509.96, 127.44, 630.66]",0.9163
ann_a4e4eb15c649,ann_a4e4eb15c649,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[511.0, 299.0, 577.0, 368.0]",66.0,small,m3-f0-i3786-p365108,0.4758,"[512.67, 299.93, 577.17, 367.26]",0.9487
ann_efd32b60fba7,ann_efd32b60fba7,2724,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[135.0, 111.0, 248.0, 217.0]",106.0,medium,m3-f1-i2724-p294605,0.4702,"[132.57, 109.13, 243.8, 217.82]",0.92
ann_7008fe7d8ca7,ann_7008fe7d8ca7,2532,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[199.0, 629.0, 365.0, 783.0]",154.0,medium,m3-f2-i2532-p246304,0.4685,"[207.86, 630.13, 365.97, 779.25]",0.9115
ann_a07b3623d316,ann_a07b3623d316,3801,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[91.0, 206.0, 169.0, 287.0]",78.0,small,m3-f0-i3801-p369308,0.468,"[88.23, 200.71, 170.95, 291.09]",0.8451
ann_314784af5281,ann_314784af5281,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[37.0, 162.0, 93.0, 235.0]",56.0,small,m3-f1-i4116-p452109,0.4661,"[32.6, 161.88, 95.05, 235.66]",0.8873
ann_23fd7b31ac05,ann_23fd7b31ac05,1734,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[287.0, 479.0, 370.0, 542.0]",63.0,small,m3-f1-i1734-p179403,0.4644,"[283.67, 480.43, 370.76, 541.54]",0.9258
ann_da475d51ba4f,ann_da475d51ba4f,1685,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[326.0, 424.0, 360.0, 460.0]",34.0,small,m3-f0-i1685-p165605,0.4604,"[325.23, 417.2, 361.59, 459.93]",0.7851
ann_d368d68fcb51,ann_d368d68fcb51,1734,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[258.0, 395.0, 339.0, 459.0]",64.0,small,m3-f1-i1734-p179404,0.459,"[255.76, 395.64, 339.74, 456.51]",0.9189
ann_5cc15ed2fdad,ann_5cc15ed2fdad,2637,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[560.0, 221.0, 679.0, 290.0]",69.0,small,m3-f2-i2637-p258314,0.4573,"[560.79, 219.82, 678.27, 293.85]",0.921
ann_1be133de9357,ann_1be133de9357,2637,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[526.0, 258.0, 657.0, 333.0]",75.0,small,m3-f2-i2637-p258315,0.4551,"[524.12, 263.26, 640.72, 335.18]",0.7836
ann_0355fe50162b,ann_0355fe50162b,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[585.0, 186.0, 650.0, 253.0]",65.0,small,m3-f0-i3786-p365109,0.4448,"[586.74, 191.7, 652.32, 252.05]",0.8493
ann_a1ca5a1b5784,ann_a1ca5a1b5784,3399,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[275.0, 491.0, 325.0, 528.0]",37.0,small,m3-f1-i3399-p373504,0.4363,"[273.71, 489.88, 321.61, 524.96]",0.8128
ann_7e3a86a6e344,ann_7e3a86a6e344,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[640.0, 482.0, 708.0, 548.0]",66.0,small,m3-f0-i3809-p371113,0.4207,"[639.53, 481.05, 705.79, 546.29]",0.9232
ann_da6d9c4e2ea0,ann_da6d9c4e2ea0,3483,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[250.0, 59.0, 313.0, 115.0]",56.0,small,m3-f2-i3483-p339012,0.4207,"[252.38, 61.86, 304.11, 111.03]",0.7209
ann_9b28eac6090d,ann_9b28eac6090d,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[425.0, 594.0, 504.0, 675.0]",79.0,small,m3-f0-i3706-p346505,0.4197,"[424.58, 590.89, 509.79, 675.51]",0.8875
ann_64fc7e23ccc2,ann_64fc7e23ccc2,3773,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[642.0, 575.0, 692.0, 627.0]",50.0,small,m3-f0-i3773-p362407,0.4158,"[642.14, 575.94, 691.46, 625.62]",0.9424
ann_26b611a5e1d9,ann_26b611a5e1d9,1685,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[437.0, 388.0, 467.0, 427.0]",30.0,tiny,m3-f0-i1685-p165607,0.407,"[433.64, 382.36, 470.2, 427.02]",0.7164
ann_fc6eb7bc400c,ann_fc6eb7bc400c,3077,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[423.0, 302.0, 503.0, 381.0]",79.0,small,m3-f1-i3077-p338703,0.4043,"[421.83, 288.89, 524.27, 381.03]",0.6696
ann_f263b8b405bc,ann_f263b8b405bc,3890,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[2.0, 256.0, 24.0, 313.0]",22.0,tiny,m3-f0-i3890-p385514,0.4038,"[0.35, 256.56, 27.96, 324.09]",0.6615
ann_c50aecb284cf,ann_c50aecb284cf,1706,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[687.0, 524.0, 786.0, 659.0]",99.0,medium,m3-f0-i1706-p168014,0.4028,"[685.5, 523.78, 789.5, 660.6]",0.9392
ann_ea879ab79730,ann_ea879ab79730,3820,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[503.0, 470.0, 552.0, 505.0]",35.0,small,m3-f2-i3820-p360612,0.3972,"[500.29, 470.07, 549.71, 506.49]",0.8663
ann_ff77726ff0de,ann_ff77726ff0de,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[128.0, 178.0, 185.0, 249.0]",57.0,small,m3-f1-i4116-p452110,0.3943,"[122.12, 170.69, 190.57, 268.94]",0.6018
ann_1e70fda73deb,ann_1e70fda73deb,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[341.0, 122.0, 396.0, 180.0]",55.0,small,m3-f0-i1802-p177013,0.3931,"[339.84, 121.78, 399.22, 183.69]",0.8678
ann_52bf66f5aaea,ann_52bf66f5aaea,2017,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[618.0, 323.0, 710.0, 439.0]",92.0,small,m3-f1-i2017-p211507,0.3867,"[614.94, 322.41, 708.5, 438.53]",0.9435
ann_bd620da88e5e,ann_bd620da88e5e,3820,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[175.0, 307.0, 223.0, 341.0]",34.0,small,m3-f2-i3820-p360613,0.3855,"[174.26, 306.12, 222.23, 342.32]",0.9107
ann_b11373a1c53d,ann_b11373a1c53d,3650,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[204.0, 345.0, 242.0, 397.0]",38.0,small,m3-f1-i3650-p402012,0.3804,"[204.65, 345.24, 240.27, 396.95]",0.9321
ann_08f60a418457,ann_08f60a418457,3763,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[287.0, 149.0, 376.0, 236.0]",87.0,small,m3-f0-i3763-p360003,0.3645,"[286.55, 145.92, 375.56, 237.08]",0.9451
ann_5ce06fb72200,ann_5ce06fb72200,2034,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[504.0, 221.0, 563.0, 258.0]",37.0,small,m3-f1-i2034-p213603,0.3638,"[502.54, 214.99, 565.43, 266.26]",0.677
ann_9fd49cd95123,ann_9fd49cd95123,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[337.0, 588.0, 404.0, 657.0]",67.0,small,m3-f0-i3811-p371407,0.3616,"[336.28, 592.6, 403.17, 658.18]",0.8975
ann_702205e7fec9,ann_702205e7fec9,1411,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[420.0, 99.0, 524.0, 161.0]",62.0,small,m3-f0-i1411-p139213,0.3613,"[419.73, 97.29, 519.34, 164.04]",0.8877
ann_0cfc31e451a3,ann_0cfc31e451a3,1307,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[136.0, 97.0, 189.0, 171.0]",53.0,small,m3-f2-i1307-p128103,0.3542,"[125.63, 93.24, 201.51, 183.33]",0.5737
ann_8a79601251ab,ann_8a79601251ab,1778,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[154.0, 324.0, 263.0, 444.0]",109.0,medium,m3-f1-i1778-p184500,0.3508,"[156.91, 319.0, 266.28, 447.31]",0.8851
ann_80907d7f635e,ann_80907d7f635e,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[240.0, 345.0, 327.0, 408.0]",63.0,small,m3-f0-i3815-p372613,0.3503,"[239.7, 347.07, 317.33, 405.27]",0.8186
ann_ebdcf20abae0,ann_ebdcf20abae0,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[488.0, 272.0, 626.0, 404.0]",132.0,medium,m3-f0-i3774-p362709,0.3464,"[487.94, 269.58, 625.34, 400.34]",0.9499
ann_bd417dce88b2,ann_bd417dce88b2,3439,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[144.0, 320.0, 254.0, 445.0]",110.0,medium,m3-f2-i3439-p334203,0.3452,"[141.0, 327.28, 253.11, 443.12]",0.8966
ann_d8075c12e730,ann_d8075c12e730,3953,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[829.0, 463.0, 904.0, 544.0]",75.0,small,m3-f1-i3953-p418811,0.343,"[819.26, 460.17, 908.27, 543.28]",0.8081
ann_5ed8852b1ed3,ann_5ed8852b1ed3,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[339.0, 1.0, 394.0, 54.0]",53.0,small,m3-f0-i1802-p177014,0.3401,"[336.57, 0.0, 402.49, 57.03]",0.7754
ann_f2bf5224c12d,ann_f2bf5224c12d,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[266.0, 404.0, 357.0, 501.0]",91.0,small,m3-f0-i3780-p364204,0.3389,"[263.09, 400.44, 357.62, 505.81]",0.8862
ann_3be0986715f3,ann_3be0986715f3,2454,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[448.0, 192.0, 695.0, 439.0]",247.0,medium,m3-f2-i2454-p237601,0.3389,"[448.54, 200.59, 685.84, 433.79]",0.9071
ann_bb938992bdb2,ann_bb938992bdb2,3347,0,mar20-airport-proxy-041,aircraft,aircraft,4,"[155.0, 140.0, 243.0, 214.0]",74.0,small,m3-f0-i3347-p311405,0.3376,"[146.41, 134.03, 239.33, 214.01]",0.8101
ann_ce2499222e54,ann_ce2499222e54,2078,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[325.0, 78.0, 415.0, 168.0]",90.0,small,m3-f1-i2078-p219306,0.3284,"[323.58, 75.27, 417.82, 167.7]",0.9239
ann_0044ec0b07c8,ann_0044ec0b07c8,3491,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[115.0, 102.0, 261.0, 223.0]",121.0,medium,m3-f2-i3491-p339903,0.3274,"[120.76, 105.08, 249.77, 219.88]",0.8384
ann_4f15e53889be,ann_4f15e53889be,1632,2,mar20-airport-proxy-023,aircraft,aircraft,10,"[212.0, 623.0, 303.0, 711.0]",88.0,small,m3-f2-i1632-p160510,0.3269,"[216.16, 625.17, 299.46, 705.3]",0.8335
ann_dea3b70f9a88,ann_dea3b70f9a88,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[599.0, 186.0, 718.0, 355.0]",119.0,medium,m3-f2-i1736-p170722,0.3206,"[595.41, 183.84, 717.09, 355.22]",0.95
ann_41a670da625a,ann_41a670da625a,1694,0,mar20-airport-proxy-022,aircraft,aircraft,22,"[182.0, 527.0, 242.0, 606.0]",60.0,small,m3-f0-i1694-p166217,0.3196,"[180.83, 526.05, 244.56, 605.2]",0.9215
ann_cbdd07154aa2,ann_cbdd07154aa2,1725,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[276.0, 560.0, 343.0, 615.0]",55.0,small,m3-f1-i1725-p177905,0.3174,"[271.8, 558.86, 344.63, 614.07]",0.8873
ann_df99e6891114,ann_df99e6891114,3794,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[591.0, 556.0, 685.0, 655.0]",94.0,small,m3-f0-i3794-p367509,0.3145,"[591.89, 556.57, 684.67, 650.46]",0.9361
ann_b713dd11703a,ann_b713dd11703a,2366,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[69.0, 310.0, 192.0, 364.0]",54.0,small,m3-f2-i2366-p227703,0.3145,"[69.14, 306.81, 190.23, 366.63]",0.8901
ann_2a0bec75f2b0,ann_2a0bec75f2b0,2023,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[420.0, 175.0, 489.0, 237.0]",62.0,small,m3-f0-i2023-p195914,0.3142,"[418.82, 173.56, 489.77, 235.82]",0.9328
ann_2944d8754814,ann_2944d8754814,3768,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[307.0, 654.0, 356.0, 680.0]",26.0,tiny,m3-f0-i3768-p361510,0.3142,"[310.75, 654.83, 355.65, 681.1]",0.8537
ann_7cc079ba73f6,ann_7cc079ba73f6,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[221.0, 590.0, 255.0, 599.0]",9.0,tiny,m3-f0-i3889-p385206,0.314,"[218.58, 588.85, 253.28, 599.0]",0.7898
ann_0e684c9c6392,ann_0e684c9c6392,3740,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[209.0, 253.0, 270.0, 324.0]",61.0,small,m3-f1-i3740-p408909,0.3079,"[212.57, 253.39, 267.11, 318.48]",0.8197
ann_8360100ee666,ann_8360100ee666,1681,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[359.0, 544.0, 556.0, 727.0]",183.0,medium,m3-f0-i1681-p165006,0.3052,"[367.53, 542.24, 557.47, 737.45]",0.8926
ann_81470c8443f7,ann_81470c8443f7,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[204.0, 264.0, 342.0, 393.0]",129.0,medium,m3-f0-i3774-p362711,0.3037,"[207.91, 263.38, 338.96, 392.48]",0.9415
ann_6f954f651241,ann_6f954f651241,3319,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[185.0, 57.0, 365.0, 214.0]",157.0,medium,m3-f2-i3319-p319503,0.3027,"[193.21, 50.93, 365.77, 215.28]",0.9096
ann_6fc11b40ca97,ann_6fc11b40ca97,2700,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[167.0, 246.0, 393.0, 492.0]",226.0,medium,m3-f2-i2700-p264901,0.3027,"[163.96, 245.61, 396.97, 499.32]",0.9404
ann_5f4a6eed7170,ann_5f4a6eed7170,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[364.0, 341.0, 457.0, 436.0]",93.0,small,m3-f0-i3780-p364206,0.2981,"[362.79, 336.62, 457.52, 437.99]",0.9201
ann_347d30154511,ann_347d30154511,4211,2,mar20-airport-proxy-051,aircraft,aircraft,7,"[66.0, 416.0, 410.0, 795.0]",344.0,large,m3-f2-i4211-p381011,0.2976,"[71.68, 417.38, 401.37, 799.8]",0.9434
ann_90474e412446,ann_90474e412446,3806,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[556.0, 203.0, 592.0, 235.0]",32.0,small,m3-f0-i3806-p370213,0.2937,"[555.76, 200.54, 589.55, 233.45]",0.8222
ann_1c3bb5fcf99d,ann_1c3bb5fcf99d,3134,1,mar20-airport-proxy-011,aircraft,aircraft,4,"[585.0, 387.0, 649.0, 479.0]",64.0,small,m3-f1-i3134-p346505,0.293,"[583.42, 388.16, 650.17, 479.03]",0.9469
ann_ce68a0ae09f1,ann_ce68a0ae09f1,2089,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[131.0, 209.0, 213.0, 275.0]",66.0,small,m3-f2-i2089-p203109,0.2917,"[130.54, 203.49, 216.33, 275.42]",0.8771
ann_501a232b7108,ann_501a232b7108,1839,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[371.0, 727.0, 454.0, 794.0]",67.0,small,m3-f1-i1839-p192307,0.2905,"[373.8, 729.42, 453.54, 792.46]",0.9039
ann_6c8ffd358ec5,ann_6c8ffd358ec5,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[328.0, 261.0, 466.0, 389.0]",128.0,medium,m3-f0-i3774-p362712,0.2903,"[330.22, 255.91, 463.53, 385.89]",0.9076
ann_6cbfd39575cc,ann_6cbfd39575cc,1828,0,mar20-airport-proxy-032,aircraft,aircraft,19,"[4.0, 215.0, 217.0, 573.0]",213.0,medium,m3-f0-i1828-p179702,0.2878,"[1.07, 213.87, 233.3, 586.13]",0.8821
ann_25ba79d158c8,ann_25ba79d158c8,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[590.0, 14.0, 655.0, 83.0]",65.0,small,m3-f0-i3811-p371409,0.2864,"[588.35, 14.94, 656.18, 83.5]",0.9391
ann_6ddc1c8faebf,ann_6ddc1c8faebf,3887,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[12.0, 671.0, 152.0, 823.0]",140.0,medium,m3-f0-i3887-p384607,0.2842,"[10.59, 672.98, 149.64, 819.03]",0.9356
ann_3b87b8227c64,ann_3b87b8227c64,3381,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[166.0, 314.0, 349.0, 599.0]",183.0,medium,m3-f2-i3381-p326709,0.283,"[164.4, 318.55, 353.17, 603.32]",0.9402
ann_04615a986a52,ann_04615a986a52,3724,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[147.0, 388.0, 226.0, 464.0]",76.0,small,m3-f0-i3724-p350116,0.28,"[146.73, 382.86, 231.2, 481.98]",0.7171
ann_7540fd86155a,ann_7540fd86155a,1925,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[157.0, 35.0, 282.0, 121.0]",86.0,small,m3-f1-i1925-p201007,0.2759,"[162.41, 30.49, 282.9, 122.68]",0.8886
ann_8486e3735cd4,ann_8486e3735cd4,1694,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[339.0, 423.0, 396.0, 494.0]",57.0,small,m3-f0-i1694-p166218,0.2737,"[338.82, 422.27, 397.12, 490.23]",0.9174
ann_45332368bbdc,ann_45332368bbdc,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[661.0, 401.0, 734.0, 468.0]",67.0,small,m3-f0-i3809-p371122,0.2717,"[660.64, 399.8, 732.32, 465.82]",0.9247
ann_0636d4ec38c6,ann_0636d4ec38c6,3524,0,mar20-airport-proxy-048,aircraft,aircraft,7,"[452.0, 41.0, 568.0, 155.0]",114.0,medium,m3-f0-i3524-p328503,0.2693,"[448.97, 36.04, 567.43, 155.96]",0.9221
ann_c2d6d9844bfa,ann_c2d6d9844bfa,3177,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[108.0, 309.0, 227.0, 473.0]",119.0,medium,m3-f2-i3177-p304207,0.2693,"[106.49, 302.78, 226.12, 475.34]",0.9319
ann_f0f205801b61,ann_f0f205801b61,2941,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[660.0, 563.0, 764.0, 624.0]",61.0,small,m3-f2-i2941-p282312,0.2681,"[659.33, 556.67, 775.05, 628.49]",0.7632
ann_0d7114f58217,ann_0d7114f58217,1743,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[170.0, 431.0, 318.0, 542.0]",111.0,medium,m3-f1-i1743-p180603,0.2668,"[162.25, 428.85, 321.64, 557.09]",0.8037
ann_62c32c8df581,ann_62c32c8df581,3483,2,mar20-airport-proxy-023,aircraft,aircraft,17,"[37.0, 110.0, 94.0, 165.0]",55.0,small,m3-f2-i3483-p339013,0.2651,"[39.8, 116.04, 85.34, 161.69]",0.6631
ann_33f75bbbeb1b,ann_33f75bbbeb1b,3763,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[190.0, 253.0, 277.0, 343.0]",87.0,small,m3-f0-i3763-p360005,0.2578,"[187.11, 251.07, 278.12, 343.85]",0.9273
ann_9ca1bc549919,ann_9ca1bc549919,1673,0,mar20-airport-proxy-032,aircraft,aircraft,5,"[41.0, 108.0, 373.0, 574.0]",332.0,large,m3-f0-i1673-p163806,0.2551,"[4.98, 113.28, 383.89, 602.34]",0.8177
ann_4826b861d4ba,ann_4826b861d4ba,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[221.0, 570.0, 248.0, 585.0]",15.0,tiny,m3-f0-i3889-p385209,0.2539,"[218.71, 567.6, 249.91, 583.6]",0.684
ann_1b1451bcaaa6,ann_1b1451bcaaa6,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[433.0, 422.0, 499.0, 492.0]",66.0,small,m3-f0-i3786-p365111,0.2532,"[432.15, 421.75, 499.88, 488.4]",0.9224
ann_b0330aaca129,ann_b0330aaca129,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[353.0, 737.0, 408.0, 797.0]",55.0,small,m3-f0-i1802-p177018,0.251,"[351.83, 735.42, 420.04, 799.73]",0.7523
ann_cf9943e471d1,ann_cf9943e471d1,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[470.0, 284.0, 547.0, 391.0]",77.0,small,m3-f2-i2925-p280530,0.2507,"[468.04, 294.58, 546.8, 388.62]",0.8575
ann_70df1306c54e,ann_70df1306c54e,4329,0,mar20-airport-proxy-045,aircraft,aircraft,17,"[230.0, 241.0, 362.0, 370.0]",129.0,medium,m3-f0-i4329-p432907,0.2489,"[230.27, 239.7, 356.05, 363.43]",0.8957
ann_054d5b390108,ann_054d5b390108,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[652.0, 547.0, 712.0, 610.0]",60.0,small,m3-f0-i3725-p350409,0.2487,"[648.66, 545.31, 708.37, 609.38]",0.8599
ann_e1624b9b11b2,ann_e1624b9b11b2,4320,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[52.0, 693.0, 157.0, 793.0]",100.0,medium,m3-f1-i4320-p470408,0.2474,"[49.71, 684.72, 156.93, 795.75]",0.8809
ann_4a77874d6163,ann_4a77874d6163,3864,2,mar20-airport-proxy-019,aircraft,aircraft,12,"[388.0, 414.0, 574.0, 600.0]",186.0,medium,m3-f2-i3864-p361801,0.2471,"[371.72, 421.28, 575.39, 598.88]",0.8754
ann_461011262d66,ann_461011262d66,2637,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[532.0, 176.0, 647.0, 244.0]",68.0,small,m3-f2-i2637-p258317,0.2469,"[528.52, 175.27, 657.42, 245.83]",0.8598
ann_ce5431275032,ann_ce5431275032,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[187.0, 389.0, 326.0, 522.0]",133.0,medium,m3-f0-i3774-p362715,0.2456,"[188.92, 395.17, 323.97, 518.9]",0.9039
ann_8612d32fcc50,ann_8612d32fcc50,3711,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[301.0, 504.0, 375.0, 572.0]",68.0,small,m3-f0-i3711-p347712,0.2441,"[299.0, 498.73, 379.13, 573.93]",0.8352
ann_cfb9d4fc53d8,ann_cfb9d4fc53d8,3375,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[182.0, 209.0, 274.0, 297.0]",88.0,small,m3-f1-i3375-p371108,0.2433,"[176.51, 204.76, 274.27, 297.19]",0.896
ann_fe380c2a2b42,ann_fe380c2a2b42,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[177.0, 459.0, 268.0, 556.0]",91.0,small,m3-f0-i3780-p364208,0.2421,"[175.93, 458.06, 268.99, 559.13]",0.9384
ann_4118f8e9cc4d,ann_4118f8e9cc4d,4227,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[508.0, 145.0, 634.0, 237.0]",92.0,small,m3-f0-i4227-p423002,0.2394,"[507.86, 144.36, 634.33, 238.26]",0.9762
