gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i3786-gt,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[585.0, 186.0, 650.0, 253.0]",65.0,small,m3-f0-i3786-p365109,0.4448,"[586.74, 191.7, 652.32, 252.05]",0.8493
i3399-gt,3399,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[275.0, 491.0, 325.0, 528.0]",37.0,small,m3-f1-i3399-p373504,0.4363,"[273.71, 489.88, 321.61, 524.96]",0.8128
i3809-gt,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[640.0, 482.0, 708.0, 548.0]",66.0,small,m3-f0-i3809-p371113,0.4207,"[639.53, 481.05, 705.79, 546.29]",0.9232
i3483-gt,3483,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[250.0, 59.0, 313.0, 115.0]",56.0,small,m3-f2-i3483-p339012,0.4207,"[252.38, 61.86, 304.11, 111.03]",0.7209
i3706-gt,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[425.0, 594.0, 504.0, 675.0]",79.0,small,m3-f0-i3706-p346505,0.4197,"[424.58, 590.89, 509.79, 675.51]",0.8875
i3773-gt,3773,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[642.0, 575.0, 692.0, 627.0]",50.0,small,m3-f0-i3773-p362407,0.4158,"[642.14, 575.94, 691.46, 625.62]",0.9424
i1685-gt,1685,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[437.0, 388.0, 467.0, 427.0]",30.0,tiny,m3-f0-i1685-p165607,0.407,"[433.64, 382.36, 470.2, 427.02]",0.7164
i3077-gt,3077,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[423.0, 302.0, 503.0, 381.0]",79.0,small,m3-f1-i3077-p338703,0.4043,"[421.83, 288.89, 524.27, 381.03]",0.6696
i3890-gt,3890,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[2.0, 256.0, 24.0, 313.0]",22.0,tiny,m3-f0-i3890-p385514,0.4038,"[0.35, 256.56, 27.96, 324.09]",0.6615
i1706-gt,1706,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[687.0, 524.0, 786.0, 659.0]",99.0,medium,m3-f0-i1706-p168014,0.4028,"[685.5, 523.78, 789.5, 660.6]",0.9392
i3820-gt,3820,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[503.0, 470.0, 552.0, 505.0]",35.0,small,m3-f2-i3820-p360612,0.3972,"[500.29, 470.07, 549.71, 506.49]",0.8663
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[128.0, 178.0, 185.0, 249.0]",57.0,small,m3-f1-i4116-p452110,0.3943,"[122.12, 170.69, 190.57, 268.94]",0.6018
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[341.0, 122.0, 396.0, 180.0]",55.0,small,m3-f0-i1802-p177013,0.3931,"[339.84, 121.78, 399.22, 183.69]",0.8678
i2017-gt,2017,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[618.0, 323.0, 710.0, 439.0]",92.0,small,m3-f1-i2017-p211507,0.3867,"[614.94, 322.41, 708.5, 438.53]",0.9435
i3820-gt,3820,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[175.0, 307.0, 223.0, 341.0]",34.0,small,m3-f2-i3820-p360613,0.3855,"[174.26, 306.12, 222.23, 342.32]",0.9107
i3650-gt,3650,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[204.0, 345.0, 242.0, 397.0]",38.0,small,m3-f1-i3650-p402012,0.3804,"[204.65, 345.24, 240.27, 396.95]",0.9321
i3763-gt,3763,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[287.0, 149.0, 376.0, 236.0]",87.0,small,m3-f0-i3763-p360003,0.3645,"[286.55, 145.92, 375.56, 237.08]",0.9451
i2034-gt,2034,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[504.0, 221.0, 563.0, 258.0]",37.0,small,m3-f1-i2034-p213603,0.3638,"[502.54, 214.99, 565.43, 266.26]",0.677
i3811-gt,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[337.0, 588.0, 404.0, 657.0]",67.0,small,m3-f0-i3811-p371407,0.3616,"[336.28, 592.6, 403.17, 658.18]",0.8975
i1411-gt,1411,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[420.0, 99.0, 524.0, 161.0]",62.0,small,m3-f0-i1411-p139213,0.3613,"[419.73, 97.29, 519.34, 164.04]",0.8877
i1307-gt,1307,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[136.0, 97.0, 189.0, 171.0]",53.0,small,m3-f2-i1307-p128103,0.3542,"[125.63, 93.24, 201.51, 183.33]",0.5737
i1778-gt,1778,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[154.0, 324.0, 263.0, 444.0]",109.0,medium,m3-f1-i1778-p184500,0.3508,"[156.91, 319.0, 266.28, 447.31]",0.8851
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[240.0, 345.0, 327.0, 408.0]",63.0,small,m3-f0-i3815-p372613,0.3503,"[239.7, 347.07, 317.33, 405.27]",0.8186
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[488.0, 272.0, 626.0, 404.0]",132.0,medium,m3-f0-i3774-p362709,0.3464,"[487.94, 269.58, 625.34, 400.34]",0.9499
i3439-gt,3439,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[144.0, 320.0, 254.0, 445.0]",110.0,medium,m3-f2-i3439-p334203,0.3452,"[141.0, 327.28, 253.11, 443.12]",0.8966
i3953-gt,3953,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[829.0, 463.0, 904.0, 544.0]",75.0,small,m3-f1-i3953-p418811,0.343,"[819.26, 460.17, 908.27, 543.28]",0.8081
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[339.0, 1.0, 394.0, 54.0]",53.0,small,m3-f0-i1802-p177014,0.3401,"[336.57, 0.0, 402.49, 57.03]",0.7754
i3780-gt,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[266.0, 404.0, 357.0, 501.0]",91.0,small,m3-f0-i3780-p364204,0.3389,"[263.09, 400.44, 357.62, 505.81]",0.8862
i2454-gt,2454,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[448.0, 192.0, 695.0, 439.0]",247.0,medium,m3-f2-i2454-p237601,0.3389,"[448.54, 200.59, 685.84, 433.79]",0.9071
i3347-gt,3347,0,mar20-airport-proxy-041,aircraft,aircraft,4,"[155.0, 140.0, 243.0, 214.0]",74.0,small,m3-f0-i3347-p311405,0.3376,"[146.41, 134.03, 239.33, 214.01]",0.8101
i2078-gt,2078,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[325.0, 78.0, 415.0, 168.0]",90.0,small,m3-f1-i2078-p219306,0.3284,"[323.58, 75.27, 417.82, 167.7]",0.9239
i3491-gt,3491,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[115.0, 102.0, 261.0, 223.0]",121.0,medium,m3-f2-i3491-p339903,0.3274,"[120.76, 105.08, 249.77, 219.88]",0.8384
i1632-gt,1632,2,mar20-airport-proxy-023,aircraft,aircraft,10,"[212.0, 623.0, 303.0, 711.0]",88.0,small,m3-f2-i1632-p160510,0.3269,"[216.16, 625.17, 299.46, 705.3]",0.8335
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[599.0, 186.0, 718.0, 355.0]",119.0,medium,m3-f2-i1736-p170722,0.3206,"[595.41, 183.84, 717.09, 355.22]",0.95
i1694-gt,1694,0,mar20-airport-proxy-022,aircraft,aircraft,22,"[182.0, 527.0, 242.0, 606.0]",60.0,small,m3-f0-i1694-p166217,0.3196,"[180.83, 526.05, 244.56, 605.2]",0.9215
i1725-gt,1725,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[276.0, 560.0, 343.0, 615.0]",55.0,small,m3-f1-i1725-p177905,0.3174,"[271.8, 558.86, 344.63, 614.07]",0.8873
i3794-gt,3794,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[591.0, 556.0, 685.0, 655.0]",94.0,small,m3-f0-i3794-p367509,0.3145,"[591.89, 556.57, 684.67, 650.46]",0.9361
i2366-gt,2366,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[69.0, 310.0, 192.0, 364.0]",54.0,small,m3-f2-i2366-p227703,0.3145,"[69.14, 306.81, 190.23, 366.63]",0.8901
i2023-gt,2023,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[420.0, 175.0, 489.0, 237.0]",62.0,small,m3-f0-i2023-p195914,0.3142,"[418.82, 173.56, 489.77, 235.82]",0.9328
i3768-gt,3768,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[307.0, 654.0, 356.0, 680.0]",26.0,tiny,m3-f0-i3768-p361510,0.3142,"[310.75, 654.83, 355.65, 681.1]",0.8537
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[221.0, 590.0, 255.0, 599.0]",9.0,tiny,m3-f0-i3889-p385206,0.314,"[218.58, 588.85, 253.28, 599.0]",0.7898
i3740-gt,3740,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[209.0, 253.0, 270.0, 324.0]",61.0,small,m3-f1-i3740-p408909,0.3079,"[212.57, 253.39, 267.11, 318.48]",0.8197
i1681-gt,1681,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[359.0, 544.0, 556.0, 727.0]",183.0,medium,m3-f0-i1681-p165006,0.3052,"[367.53, 542.24, 557.47, 737.45]",0.8926
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[204.0, 264.0, 342.0, 393.0]",129.0,medium,m3-f0-i3774-p362711,0.3037,"[207.91, 263.38, 338.96, 392.48]",0.9415
i3319-gt,3319,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[185.0, 57.0, 365.0, 214.0]",157.0,medium,m3-f2-i3319-p319503,0.3027,"[193.21, 50.93, 365.77, 215.28]",0.9096
i2700-gt,2700,2,mar20-airport-proxy-005,aircraft,aircraft,14,"[167.0, 246.0, 393.0, 492.0]",226.0,medium,m3-f2-i2700-p264901,0.3027,"[163.96, 245.61, 396.97, 499.32]",0.9404
i3780-gt,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[364.0, 341.0, 457.0, 436.0]",93.0,small,m3-f0-i3780-p364206,0.2981,"[362.79, 336.62, 457.52, 437.99]",0.9201
i4211-gt,4211,2,mar20-airport-proxy-051,aircraft,aircraft,7,"[66.0, 416.0, 410.0, 795.0]",344.0,large,m3-f2-i4211-p381011,0.2976,"[71.68, 417.38, 401.37, 799.8]",0.9434
i3806-gt,3806,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[556.0, 203.0, 592.0, 235.0]",32.0,small,m3-f0-i3806-p370213,0.2937,"[555.76, 200.54, 589.55, 233.45]",0.8222
i3134-gt,3134,1,mar20-airport-proxy-011,aircraft,aircraft,4,"[585.0, 387.0, 649.0, 479.0]",64.0,small,m3-f1-i3134-p346505,0.293,"[583.42, 388.16, 650.17, 479.03]",0.9469
i2089-gt,2089,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[131.0, 209.0, 213.0, 275.0]",66.0,small,m3-f2-i2089-p203109,0.2917,"[130.54, 203.49, 216.33, 275.42]",0.8771
i1839-gt,1839,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[371.0, 727.0, 454.0, 794.0]",67.0,small,m3-f1-i1839-p192307,0.2905,"[373.8, 729.42, 453.54, 792.46]",0.9039
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[328.0, 261.0, 466.0, 389.0]",128.0,medium,m3-f0-i3774-p362712,0.2903,"[330.22, 255.91, 463.53, 385.89]",0.9076
i1828-gt,1828,0,mar20-airport-proxy-032,aircraft,aircraft,19,"[4.0, 215.0, 217.0, 573.0]",213.0,medium,m3-f0-i1828-p179702,0.2878,"[1.07, 213.87, 233.3, 586.13]",0.8821
i3811-gt,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[590.0, 14.0, 655.0, 83.0]",65.0,small,m3-f0-i3811-p371409,0.2864,"[588.35, 14.94, 656.18, 83.5]",0.9391
i3887-gt,3887,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[12.0, 671.0, 152.0, 823.0]",140.0,medium,m3-f0-i3887-p384607,0.2842,"[10.59, 672.98, 149.64, 819.03]",0.9356
i3381-gt,3381,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[166.0, 314.0, 349.0, 599.0]",183.0,medium,m3-f2-i3381-p326709,0.283,"[164.4, 318.55, 353.17, 603.32]",0.9402
i3724-gt,3724,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[147.0, 388.0, 226.0, 464.0]",76.0,small,m3-f0-i3724-p350116,0.28,"[146.73, 382.86, 231.2, 481.98]",0.7171
i1925-gt,1925,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[157.0, 35.0, 282.0, 121.0]",86.0,small,m3-f1-i1925-p201007,0.2759,"[162.41, 30.49, 282.9, 122.68]",0.8886
i1694-gt,1694,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[339.0, 423.0, 396.0, 494.0]",57.0,small,m3-f0-i1694-p166218,0.2737,"[338.82, 422.27, 397.12, 490.23]",0.9174
i3809-gt,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[661.0, 401.0, 734.0, 468.0]",67.0,small,m3-f0-i3809-p371122,0.2717,"[660.64, 399.8, 732.32, 465.82]",0.9247
i3524-gt,3524,0,mar20-airport-proxy-048,aircraft,aircraft,7,"[452.0, 41.0, 568.0, 155.0]",114.0,medium,m3-f0-i3524-p328503,0.2693,"[448.97, 36.04, 567.43, 155.96]",0.9221
i3177-gt,3177,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[108.0, 309.0, 227.0, 473.0]",119.0,medium,m3-f2-i3177-p304207,0.2693,"[106.49, 302.78, 226.12, 475.34]",0.9319
i2941-gt,2941,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[660.0, 563.0, 764.0, 624.0]",61.0,small,m3-f2-i2941-p282312,0.2681,"[659.33, 556.67, 775.05, 628.49]",0.7632
i1743-gt,1743,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[170.0, 431.0, 318.0, 542.0]",111.0,medium,m3-f1-i1743-p180603,0.2668,"[162.25, 428.85, 321.64, 557.09]",0.8037
i3483-gt,3483,2,mar20-airport-proxy-023,aircraft,aircraft,17,"[37.0, 110.0, 94.0, 165.0]",55.0,small,m3-f2-i3483-p339013,0.2651,"[39.8, 116.04, 85.34, 161.69]",0.6631
i3763-gt,3763,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[190.0, 253.0, 277.0, 343.0]",87.0,small,m3-f0-i3763-p360005,0.2578,"[187.11, 251.07, 278.12, 343.85]",0.9273
i1673-gt,1673,0,mar20-airport-proxy-032,aircraft,aircraft,5,"[41.0, 108.0, 373.0, 574.0]",332.0,large,m3-f0-i1673-p163806,0.2551,"[4.98, 113.28, 383.89, 602.34]",0.8177
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[221.0, 570.0, 248.0, 585.0]",15.0,tiny,m3-f0-i3889-p385209,0.2539,"[218.71, 567.6, 249.91, 583.6]",0.684
i3786-gt,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[433.0, 422.0, 499.0, 492.0]",66.0,small,m3-f0-i3786-p365111,0.2532,"[432.15, 421.75, 499.88, 488.4]",0.9224
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[353.0, 737.0, 408.0, 797.0]",55.0,small,m3-f0-i1802-p177018,0.251,"[351.83, 735.42, 420.04, 799.73]",0.7523
i2925-gt,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[470.0, 284.0, 547.0, 391.0]",77.0,small,m3-f2-i2925-p280530,0.2507,"[468.04, 294.58, 546.8, 388.62]",0.8575
i4329-gt,4329,0,mar20-airport-proxy-045,aircraft,aircraft,17,"[230.0, 241.0, 362.0, 370.0]",129.0,medium,m3-f0-i4329-p432907,0.2489,"[230.27, 239.7, 356.05, 363.43]",0.8957
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[652.0, 547.0, 712.0, 610.0]",60.0,small,m3-f0-i3725-p350409,0.2487,"[648.66, 545.31, 708.37, 609.38]",0.8599
i4320-gt,4320,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[52.0, 693.0, 157.0, 793.0]",100.0,medium,m3-f1-i4320-p470408,0.2474,"[49.71, 684.72, 156.93, 795.75]",0.8809
i3864-gt,3864,2,mar20-airport-proxy-019,aircraft,aircraft,12,"[388.0, 414.0, 574.0, 600.0]",186.0,medium,m3-f2-i3864-p361801,0.2471,"[371.72, 421.28, 575.39, 598.88]",0.8754
i2637-gt,2637,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[532.0, 176.0, 647.0, 244.0]",68.0,small,m3-f2-i2637-p258317,0.2469,"[528.52, 175.27, 657.42, 245.83]",0.8598
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[187.0, 389.0, 326.0, 522.0]",133.0,medium,m3-f0-i3774-p362715,0.2456,"[188.92, 395.17, 323.97, 518.9]",0.9039
i3711-gt,3711,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[301.0, 504.0, 375.0, 572.0]",68.0,small,m3-f0-i3711-p347712,0.2441,"[299.0, 498.73, 379.13, 573.93]",0.8352
i3375-gt,3375,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[182.0, 209.0, 274.0, 297.0]",88.0,small,m3-f1-i3375-p371108,0.2433,"[176.51, 204.76, 274.27, 297.19]",0.896
i3780-gt,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[177.0, 459.0, 268.0, 556.0]",91.0,small,m3-f0-i3780-p364208,0.2421,"[175.93, 458.06, 268.99, 559.13]",0.9384
i4227-gt,4227,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[508.0, 145.0, 634.0, 237.0]",92.0,small,m3-f0-i4227-p423002,0.2394,"[507.86, 144.36, 634.33, 238.26]",0.9762
i1413-gt,1413,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[44.0, 755.0, 118.0, 800.0]",45.0,small,m3-f2-i1413-p137415,0.2391,"[36.4, 751.61, 117.8, 799.95]",0.8404
i3770-gt,3770,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[381.0, 123.0, 477.0, 214.0]",91.0,small,m3-f0-i3770-p361810,0.2374,"[383.35, 121.24, 479.93, 214.5]",0.9242
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[346.0, 407.0, 401.0, 464.0]",55.0,small,m3-f0-i1802-p177019,0.233,"[345.02, 404.35, 409.67, 469.09]",0.749
i1605-gt,1605,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[113.0, 100.0, 209.0, 219.0]",96.0,small,m3-f0-i1605-p157511,0.2325,"[104.83, 96.73, 210.79, 221.24]",0.8659
i1651-gt,1651,2,mar20-airport-proxy-021,aircraft,aircraft,20,"[496.0, 468.0, 613.0, 574.0]",106.0,medium,m3-f2-i1651-p162906,0.2319,"[494.58, 465.28, 615.58, 575.34]",0.9313
i2089-gt,2089,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[52.0, 176.0, 132.0, 249.0]",73.0,small,m3-f2-i2089-p203110,0.2307,"[47.34, 168.04, 139.77, 248.75]",0.7781
i1376-gt,1376,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[358.0, 481.0, 439.0, 590.0]",81.0,small,m3-f0-i1376-p135007,0.2233,"[355.35, 479.64, 443.09, 589.89]",0.9109
i3744-gt,3744,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[560.0, 558.0, 605.0, 604.0]",45.0,small,m3-f1-i3744-p409213,0.222,"[561.12, 560.19, 605.29, 605.43]",0.8958
i3706-gt,3706,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[489.0, 681.0, 575.0, 770.0]",86.0,small,m3-f0-i3706-p346509,0.2218,"[488.99, 683.23, 575.85, 771.46]",0.9499
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[345.0, 327.0, 399.0, 386.0]",54.0,small,m3-f0-i1802-p177020,0.2198,"[343.12, 324.46, 414.7, 390.38]",0.6752
i3803-gt,3803,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[532.0, 118.0, 624.0, 211.0]",92.0,small,m3-f0-i3803-p369609,0.2189,"[532.54, 115.99, 623.71, 211.94]",0.9607
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[340.0, 61.0, 394.0, 119.0]",54.0,small,m3-f0-i1802-p177021,0.2168,"[338.92, 61.6, 398.19, 123.27]",0.8405
i4265-gt,4265,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[505.0, 300.0, 622.0, 409.0]",109.0,medium,m3-f1-i4265-p465009,0.214,"[503.12, 298.83, 621.09, 410.55]",0.953
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[440.0, 213.0, 560.0, 336.0]",120.0,medium,m3-f0-i2012-p194703,0.2123,"[436.85, 205.75, 561.77, 333.68]",0.8907
i2089-gt,2089,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[705.0, 432.0, 792.0, 505.0]",73.0,small,m3-f2-i2089-p203111,0.2111,"[700.81, 427.47, 792.16, 506.91]",0.8751
i3760-gt,3760,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[448.0, 175.0, 555.0, 290.0]",107.0,medium,m3-f0-i3760-p359117,0.2098,"[447.31, 177.34, 556.59, 286.33]",0.929
i3953-gt,3953,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[1003.0, 235.0, 1077.0, 309.0]",74.0,small,m3-f1-i3953-p418815,0.2086,"[994.58, 231.24, 1078.04, 310.49]",0.8279
i1706-gt,1706,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[569.0, 521.0, 670.0, 659.0]",101.0,medium,m3-f0-i1706-p168016,0.2081,"[569.58, 521.19, 672.61, 661.62]",0.95
i1445-gt,1445,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[1.0, 418.0, 80.0, 498.0]",79.0,small,m3-f0-i1445-p142210,0.2075,"[0.05, 417.46, 80.18, 499.73]",0.9587
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[216.0, 553.0, 248.0, 567.0]",14.0,tiny,m3-f0-i3889-p385219,0.2064,"[214.24, 550.44, 245.04, 565.67]",0.6699
i3724-gt,3724,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[405.0, 232.0, 478.0, 307.0]",73.0,small,m3-f0-i3724-p350120,0.2063,"[405.18, 232.06, 479.2, 324.19]",0.7982
i3949-gt,3949,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[485.0, 151.0, 545.0, 215.0]",60.0,small,m3-f1-i3949-p417910,0.2042,"[477.99, 148.58, 545.66, 216.23]",0.8388
i1681-gt,1681,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[279.0, 524.0, 413.0, 660.0]",134.0,medium,m3-f0-i1681-p165013,0.2037,"[286.96, 518.31, 413.82, 661.38]",0.8913
i3760-gt,3760,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[205.0, 553.0, 319.0, 677.0]",114.0,medium,m3-f0-i3760-p359118,0.2018,"[207.37, 554.54, 318.02, 672.02]",0.9195
i2677-gt,2677,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[152.0, 396.0, 255.0, 478.0]",82.0,small,m3-f2-i2677-p262218,0.1996,"[142.63, 396.36, 256.98, 480.98]",0.8656
i3811-gt,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[534.0, 137.0, 600.0, 206.0]",66.0,small,m3-f0-i3811-p371411,0.1991,"[534.45, 138.4, 600.71, 204.57]",0.9427
i1964-gt,1964,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[608.0, 588.0, 698.0, 702.0]",90.0,small,m3-f2-i1964-p192908,0.199,"[606.27, 587.16, 703.1, 708.15]",0.8758
i4202-gt,4202,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[515.0, 510.0, 596.0, 593.0]",81.0,small,m3-f2-i4202-p379506,0.1962,"[521.0, 519.68, 594.63, 591.26]",0.784
i2925-gt,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[481.0, 347.0, 553.0, 451.0]",72.0,small,m3-f2-i2925-p280535,0.1923,"[471.78, 345.7, 557.13, 450.78]",0.8317
i3741-gt,3741,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[134.0, 529.0, 249.0, 638.0]",109.0,medium,m3-f0-i3741-p354314,0.1876,"[132.86, 521.29, 247.02, 639.65]",0.8974
i4116-gt,4116,1,mar20-airport-proxy-012,aircraft,aircraft,18,"[312.0, 207.0, 365.0, 285.0]",53.0,small,m3-f1-i4116-p452113,0.1869,"[302.49, 214.32, 370.94, 283.21]",0.7024
i2721-gt,2721,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[704.0, 184.0, 783.0, 271.0]",79.0,small,m3-f2-i2721-p267022,0.1855,"[699.17, 181.15, 786.77, 268.46]",0.8501
i3949-gt,3949,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[352.0, 331.0, 411.0, 396.0]",59.0,small,m3-f1-i3949-p417912,0.1838,"[345.82, 329.41, 412.54, 398.41]",0.8331
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[24.0, 21.0, 88.0, 82.0]",61.0,small,m3-f0-i3725-p350410,0.1794,"[21.07, 17.97, 86.65, 82.71]",0.8829
i3809-gt,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[680.0, 329.0, 747.0, 397.0]",67.0,small,m3-f0-i3809-p371129,0.178,"[681.01, 327.49, 749.46, 395.95]",0.9158
i3780-gt,3780,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[85.0, 522.0, 176.0, 618.0]",91.0,small,m3-f0-i3780-p364213,0.1775,"[82.03, 522.36, 176.56, 619.04]",0.9488
i2286-gt,2286,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[22.0, 343.0, 191.0, 507.0]",164.0,medium,m3-f0-i2286-p219607,0.1755,"[11.38, 335.64, 194.87, 535.45]",0.756
i3589-gt,3589,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[297.0, 189.0, 350.0, 236.0]",47.0,small,m3-f1-i3589-p392112,0.1753,"[301.95, 190.17, 351.17, 234.83]",0.8436
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[432.0, 175.0, 563.0, 361.0]",131.0,medium,m3-f2-i1736-p170733,0.1747,"[430.37, 174.02, 562.6, 357.23]",0.9599
i3724-gt,3724,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[628.0, 95.0, 700.0, 170.0]",72.0,small,m3-f0-i3724-p350122,0.1727,"[628.42, 96.9, 703.61, 181.23]",0.804
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[636.0, 283.0, 777.0, 412.0]",129.0,medium,m3-f0-i3774-p362722,0.1718,"[636.91, 280.32, 775.59, 412.65]",0.9592
i2261-gt,2261,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[554.0, 188.0, 665.0, 295.0]",107.0,medium,m3-f2-i2261-p220208,0.1685,"[558.89, 189.45, 663.77, 288.67]",0.8762
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[550.0, 112.0, 663.0, 234.0]",113.0,medium,m3-f0-i2012-p194704,0.1677,"[547.1, 109.85, 662.5, 229.68]",0.921
